storeName,city,phoneNumber,website,facebookPage,email,country,phones
Dinggeul Telecom,"260-1 Gongsu-ri, Baebang-eup, Asan-si, Chungcheongnam-do, South Korea",+82 41-544-9010,,https://www.google.com/maps/?cid=14741624614427567364,,south korea,yes
Korea Telecom Freetel Onyang Agency,"1710-1 Onyang 1(il)-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-545-4016,,https://www.google.com/maps/?cid=7426552568374081211,,south korea,yes
Girl Phone Asan Station Branch,"South Korea, Chungcheongnam-do, Asan-si, Baebang-eup, Gwangjang-ro, 210 KR 202동 E215호 요진와이시티",+82 41-910-0203,www.snphone.co.kr,https://www.google.com/maps/?cid=17627282760356033406,,south korea,yes
Su Telecom,"365-7 Buksu-ri, Baebang-eup, Asan-si, Chungcheongnam-do, South Korea",+82 41-541-5011,,https://www.google.com/maps/?cid=11996459514485128372,,south korea,yes
Cell phone land,"Mojong-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-533-7010,,https://www.google.com/maps/?cid=8273118018293560433,,south korea,yes
Cell Phone Plaza Gwongok Branch,"443-102 Gwongok-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-545-4010,,https://www.google.com/maps/?cid=3686425899905065326,,south korea,yes
Iftech Corp.,"South Korea, Chungcheongnam-do, Asan-si, Suncheonhyang-ro, 22 KR 앙뜨레프레너관 304호",+82 70-8023-4064,www.iftech.kr,https://www.google.com/maps/?cid=13467272624963565487,,south korea,yes
Nn華人通信,"398-3번길 Hoeryong-ri, Baebang-eup, Asan-si, Chungcheongnam-do, South Korea",+82 10-7928-2799,,https://www.google.com/maps/?cid=13696977902417831571,,south korea,yes
S-Mobile,"South Korea, Chungcheongnam-do, Asan-si, Eumbong-myeon, Eumbong-ro, 515-42 KR S모바일 101호",+82 41-532-7959,blog.naver.com,https://www.google.com/maps/?cid=781013633267651085,,south korea,yes
Honggochu Telecom,"36 Buksu-ri, Baebang-eup, Asan-si, Chungcheongnam-do, South Korea",+82 41-532-5507,,https://www.google.com/maps/?cid=10189273531772884348,,south korea,yes
Milaetel,"33 Onyang 1(il)-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-541-8016,,https://www.google.com/maps/?cid=9400467342611636117,,south korea,yes
mobile phone world,"South Korea, 배방읍 공수리 59-10번지 101호 아산시 충청남도 KR",+82 41-543-9997,,https://www.google.com/maps/?cid=6244614945578688252,,south korea,yes
Cell Phone Land Punggi Branch,"199-3 Punggi-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-547-7010,,https://www.google.com/maps/?cid=10194496156995041027,,south korea,yes
LG U+ GD Corporation,"6 충무로 Asan-si, Chungcheongnam-do, South Korea",+82 70-7560-9963,www.lgtelecom.com,https://www.google.com/maps/?cid=10716565294516167576,,south korea,yes
mobile phone world,"South Korea, 용화동 969번지 1층 아산시 충청남도 KR",+82 41-533-0925,,https://www.google.com/maps/?cid=8690503497684961797,,south korea,yes
Cell phone plus,"South Korea, 배방읍 북수리 1500번지 신축상가 102호 아산시 충청남도 KR",+82 41-533-6740,,https://www.google.com/maps/?cid=10885532273221175123,,south korea,yes
Cell phone 11th street,"South Korea, 배방읍 북수리 645-19번지 103호 아산시 충청남도 KR",+82 41-549-1011,,https://www.google.com/maps/?cid=10470762028323841229,,south korea,yes
mobile phone 153,"211-8 Punggi-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-533-3066,,https://www.google.com/maps/?cid=5054368204574839095,,south korea,yes
Ajaene Telecom City Hall,"467 Simin-ro, Asan-si, Chungcheongnam-do, South Korea",+82 10-8214-8410,,https://www.google.com/maps/?cid=17264695939980487435,,south korea,yes
IngTelecom,"1553 Onyang 1(il)-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-531-9011,,https://www.google.com/maps/?cid=5396593377750655824,,south korea,yes
Live information and communication,"477-8 Dunpo-ri, Dunpo-myeon, Asan-si, Chungcheongnam-do, South Korea",+82 41-541-9005,,https://www.google.com/maps/?cid=4708316805307111016,,south korea,yes
Hwaryeong Communications,"300-3 Onyang 1(il)-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-541-7777,,https://www.google.com/maps/?cid=8687498579505200251,,south korea,yes
mobile phone market,"1395 Yonghwa-dong, Asan-si, South Korea",+82 41-548-0316,,https://www.google.com/maps/?cid=15065534274167916181,,south korea,yes
Quri Telecom,"299-1 Onyang 1(il)-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-546-9091,,https://www.google.com/maps/?cid=12070765989989388126,,south korea,yes
ShowKorea Distributor,"175 Baemi-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-534-0666,,https://www.google.com/maps/?cid=2098192556485928525,,south korea,yes
Eumbong Telecom,"South Korea, Chungcheongnam-do, Asan-si, Eumbong-myeon, Deokji-ri, 21-4 KR",+82 41-546-6010,blog.naver.com,https://www.google.com/maps/?cid=17145432409707944289,,south korea,yes
Vision Networks,"89-31 Gongsu-ri, Baebang-eup, Asan-si, Chungcheongnam-do, South Korea",+82 41-548-2100,,https://www.google.com/maps/?cid=5100850338790387256,,south korea,yes
Road Telecom,"187-1 Hoeryong-ri, Baebang-eup, Asan-si, Chungcheongnam-do, South Korea",+82 41-533-9061,,https://www.google.com/maps/?cid=17487813327212925837,,south korea,yes
Live information and communication,"Mildu-ri, Inju-myeon, Asan-si, Chungcheongnam-do, South Korea",+82 70-4149-4416,,https://www.google.com/maps/?cid=1091914064566976836,,south korea,yes
Safer Telecom,"557-8 Mojong-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-548-5008,,https://www.google.com/maps/?cid=4723052841994971763,,south korea,yes
Lotto Telecom,"South Korea, 음봉면 산동리 445-1번지 1층 아산시 충청남도 KR",+82 41-543-7878,,https://www.google.com/maps/?cid=17328783196136642873,,south korea,yes
Genie Telecom,"76-1 Onyang 1(il)-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-546-9669,,https://www.google.com/maps/?cid=17776511466954381763,,south korea,yes
Mobile phone multi shop Asan,"555-9 Mojong-dong, Asan-si, Chungcheongnam-do, South Korea",+82 41-547-6010,,https://www.google.com/maps/?cid=13282542494371770954,,south korea,yes
SK Telecom Cheongyang Agency,"209-29 Eupnae-ri, Cheongyang-eup, Cheongyang-gun, Chungcheongnam-do, South Korea",+82 41-943-8011,,https://www.google.com/maps/?cid=9254913038766027913,,south korea,yes
KTF Hongseong Agency (Korea Information & Communication),"118-2 Ogwan-ri, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-634-4100,,https://www.google.com/maps/?cid=5238839383832327301,,south korea,yes
SK Telecom Cheongyang Direct Agent,"Eupnae-ri, Cheongyang-eup, Cheongyang-gun, Chungcheongnam-do, South Korea",+82 41-943-9431,,https://www.google.com/maps/?cid=14870573958701024835,,south korea,yes
Anycall communication,"325-2 Ogwan-ri, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-634-6012,,https://www.google.com/maps/?cid=5822058779554862665,,south korea,yes
Korea Communications,"189-18 Gwangcheon-ri, Gwangcheon-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-641-3003,,https://www.google.com/maps/?cid=2646364064498810019,,south korea,yes
Cell phone land,"1059 Okam-ri, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-631-9022,,https://www.google.com/maps/?cid=17723094741076342366,,south korea,yes
Byul Telecom,"209-3 Eupnae-ri, Cheongyang-eup, Cheongyang-gun, Chungcheongnam-do, South Korea",+82 41-943-5400,www.tiendeo.co.kr,https://www.google.com/maps/?cid=8597149161151898042,,south korea,yes
SK Telecom Dongmun Gwangcheon Central Direct Branch,"418-4 Sinjin-ri, Gwangcheon-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-641-0007,,https://www.google.com/maps/?cid=5057009124506099879,,south korea,yes
century information,"1922 Dongdae-dong, Boryeong-si, Chungcheongnam-do, South Korea",+82 41-932-9011,,https://www.google.com/maps/?cid=8761488782034568596,,south korea,yes
Cell phone mart,"South Korea, Chungcheongnam-do, Boryeong-si, Dongdae-dong, 1348 동대동 1348번지 보령시 충청남도 KR 33468",+82 41-931-5391,,https://www.google.com/maps/?cid=5692417136983785231,,south korea,yes
Ogeori Telecom,"173-9 Gwangcheon-ri, Gwangcheon-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-641-3010,,https://www.google.com/maps/?cid=13519881988726646240,,south korea,yes
Yeongtongsin,"662-3 Jukjeong-dong, Boryeong-si, Chungcheongnam-do, South Korea",+82 41-935-6006,,https://www.google.com/maps/?cid=1148169228876345385,,south korea,yes
iPad sales reservation consultation,"South Korea, Chungcheongnam-do, Boryeong-si, Daecheon-dong, 421-3",+82 41-931-8154,,https://www.google.com/maps/?cid=12488133144779728379,,south korea,yes
iPhone sales reservation,"South Korea, Chungcheongnam-do, Boryeong-si, Daecheon-dong, 421-3",+82 41-931-0200,,https://www.google.com/maps/?cid=18248809813001818704,,south korea,yes
central mobile communication,"South Korea, Chungcheongnam-do, Boryeong-si, Daecheon-dong, 197-47",+82 41-935-1732,,https://www.google.com/maps/?cid=8146782600831748792,,south korea,yes
Cheonji Mobile Communications,"173-5 Gwangcheon-ri, Gwangcheon-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-641-6010,,https://www.google.com/maps/?cid=9800924463549054259,,south korea,yes
Korea Mobile Communications Hannae Agency,"675-5 Jukjeong-dong, Boryeong-si, Chungcheongnam-do, South Korea",+82 41-935-0874,,https://www.google.com/maps/?cid=8883002618490874069,,south korea,yes
Gongilgu Agency,"822-1 Dongdae-dong, Boryeong-si, Chungcheongnam-do, South Korea",+82 41-934-0198,,https://www.google.com/maps/?cid=14806413901776598968,,south korea,yes
Olleh KT Daecheon Branch (Gyeongnam Intersection),"South Korea, Chungcheongnam-do, Boryeong-si, Daecheon-dong, 331-35",+82 41-931-0080,,https://www.google.com/maps/?cid=13968873020294547142,,south korea,yes
Sori Telecom,"196-5 Ogwan-ri, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-632-4747,,https://www.google.com/maps/?cid=5287754736639691966,,south korea,yes
Dh Mobile Jukjeong Branch,"671-6 Jukjeong-dong, Boryeong-si, Chungcheongnam-do, South Korea",,,https://www.google.com/maps/?cid=10476064342014143957,,south korea,yes
Dh Mobile Daecheon Branch,"69 중앙로 Boryeong-si, Chungcheongnam-do, South Korea",,,https://www.google.com/maps/?cid=8856541631932083097,,south korea,yes
Cell phone department store,"164-10 Namchon-ri, Hongsan-myeon, Buyeo-gun, Chungcheongnam-do, South Korea",+82 41-832-1618,,https://www.google.com/maps/?cid=4350314317992143725,,south korea,yes
Haeseong Communications Hongseong Branch,"193 Ogwan-ri, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-632-0010,,https://www.google.com/maps/?cid=3049361371388267401,,south korea,yes
SK Telecom Anmyeon Branch,"1243-32 Seungeon-ri, Anmyeon-eup, Taean-gun, Chungcheongnam-do, South Korea",+82 41-673-5318,,https://www.google.com/maps/?cid=5067330541702522431,,south korea,yes
DuPont Communications,"1142-1 Seungeon-ri, Anmyeon-eup, Taean-gun, Chungcheongnam-do, South Korea",+82 41-675-9010,,https://www.google.com/maps/?cid=6018206959620388626,,south korea,yes
Cell phone department store,"139-1 Ogwan-ri, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-631-4493,,https://www.google.com/maps/?cid=11762430913068229287,,south korea,yes
Cook & Shorty Hongju branch,"271-4 Ogwan-ri, Hongseong-eup, Hongseong-gun, Chungcheongnam-do, South Korea",+82 41-633-1111,,https://www.google.com/maps/?cid=16969285471922085612,,south korea,yes
Hsu is a person in charge.,충남 서산시 해미면 한티로 336호,,,https://foursquare.com/v/hsu%E5%8D%8E%E4%BA%BA%E9%80%9A%E4%BF%A1/5b1b87b3780eee002c5b54f1,,south korea,yes
mobile phone shopping mall,동현로,,,https://foursquare.com/v/%ED%9C%B4%EB%8C%80%ED%8F%B0-%EC%87%BC%ED%95%91%EB%AA%B0/551f9a20498ebe236832eea7,,south korea,yes
SK Telecom Yongsan Branch,"82 Namsalro, Yongsan-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-852-1011,www.tworld.co.kr,https://www.google.com/maps/?cid=10767502582646897166,,south korea,yes
SK Telecom Okcheon Agency,"South Korea, 문화동 798번지 1층 충주시 충청북도 KR",+82 43-731-4545,,https://www.google.com/maps/?cid=8190816393902786883,,south korea,yes
Healing Communication,"153 Gyemyeong-daero, Yeonsu-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-852-8249,,https://www.google.com/maps/?cid=5438043599859320804,,south korea,yes
Tabtongsin,"South Korea, Chungcheongbuk-do, Chungju-si, Seongseo-dong, 279",+82 43-848-0008,,https://www.google.com/maps/?cid=17908552035287807001,,south korea,yes
Sk Yurim,"173 Hyeongseol-ro, Seongnae-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-846-6011,www.sktelecom.com,https://twitter.com/sktelecom,,south korea,yes
"Lightning Communication Co., Ltd.","South Korea, Chungcheongbuk-do, Chungju-si, Munhwa-dong, 886",+82 43-842-0016,,https://www.google.com/maps/?cid=10726302123738191356,,south korea,yes
SK Telecom Konkuk University Branch,"618-5 Gyohyeon-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-843-6250,,https://www.google.com/maps/?cid=16536168058821913157,,south korea,yes
"Human Telecom Co., Ltd.","854 Chilgeum-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-845-7111,,https://www.google.com/maps/?cid=12496158081741001528,,south korea,yes
ATM Chungju Daemyung,"1196 Yeonsu-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-852-5464,,https://www.google.com/maps/?cid=14462022292637501472,,south korea,yes
Chungju wireless communication,"1156 Yeonsu-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-843-9289,,https://www.google.com/maps/?cid=2741702434840641387,,south korea,yes
Telnara Network Chungju Yeonsu Branch,"1473 Yeonsu-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-847-4455,,https://www.google.com/maps/?cid=11581362148903336076,,south korea,yes
"Telnara Network Co., Ltd.","South Korea, Chungcheongbuk-do, Chungju-si, Seongseo-dong, 284",+82 43-857-0344,,https://www.google.com/maps/?cid=17499529275785255959,,south korea,yes
"Human Telecom Co., Ltd.","South Korea, Chungcheongbuk-do, Chungju-si, Seongseo-dong, 250-1",+82 43-851-7111,,https://www.google.com/maps/?cid=9697483683060326013,,south korea,yes
"Cell Phone Heaven Co., Ltd.","South Korea, Chungcheongbuk-do, Chungju-si, Seongseo-dong, 250-1",+82 43-842-0198,,https://www.google.com/maps/?cid=6014594926626367090,,south korea,yes
Hoban Communications,"923 Yeonsu-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-857-7762,,https://www.google.com/maps/?cid=1933558747561865481,,south korea,yes
Cell phone correctly,"21 Chilgeum 15-gil, Chungju-si, Chungcheongbuk-do, South Korea",+82 10-2966-5551,,https://www.google.com/maps/?cid=9095028301414253917,,south korea,yes
Tellekom,"365 Seongseo-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-856-5556,,https://www.google.com/maps/?cid=6756351189635292264,,south korea,yes
black communication,"761 Munhwa-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-854-1223,,https://www.google.com/maps/?cid=7927264884772243993,,south korea,yes
J2 Information and Communication,"598-2 Mokhaeng-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-847-3005,,https://www.google.com/maps/?cid=6115379339135396799,,south korea,yes
Yescommunication,"976 Yeonsu-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-852-0018,,https://www.google.com/maps/?cid=17480636685742756605,,south korea,yes
N Telecom,"Seongseo-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-844-4244,,https://www.google.com/maps/?cid=13194263516541054808,,south korea,yes
Keimyung Information and Communication,"1134 Gyohyeon-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-854-8011,,https://www.google.com/maps/?cid=1521568531071734960,,south korea,yes
smile communication,"South Korea, Chungcheongbuk-do, Chungju-si, Munhwa-dong, 809",+82 43-848-2011,,https://www.google.com/maps/?cid=3742857352736399571,,south korea,yes
Smilecommunication,"South Korea, Chungcheongbuk-do, Chungju-si, Munhwa-dong, 809",+82 43-848-9011,,https://www.google.com/maps/?cid=9267457836255742783,,south korea,yes
Ace Telecom,"South Korea, Chungcheongbuk-do, Chungju-si, Seongseo-dong, 278",+82 43-844-3010,,https://www.google.com/maps/?cid=845258667105820681,,south korea,yes
Far East Information and Communication,"South Korea, Chungcheongbuk-do, Chungju-si, Seongseo-dong, 103",+82 43-851-5885,,https://www.google.com/maps/?cid=17357298661798755614,,south korea,yes
Ddung’s cell phone,"South Korea, Chungcheongbuk-do, Chungju-si, Seongseo-dong, 27",+82 43-856-5060,,https://www.google.com/maps/?cid=17752898668455658059,,south korea,yes
Gangchan Terminal Branch,"South Korea, Chungcheongbuk-do, Chungju-si, Bonggye 1-gil, 58 KR",+82 70-4300-0669,,https://www.google.com/maps/?cid=11708699482656026206,,south korea,yes
Smile Telecom,"South Korea, Chungcheongbuk-do, Chungju-si, Munhwa-dong, 826",+82 43-912-9898,,https://www.google.com/maps/?cid=17963756511079200427,,south korea,yes
Gakyo Mobile Communication,"526 Seongseo-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-847-7262,,https://www.google.com/maps/?cid=12215950208788840498,,south korea,yes
smile communication,"296-1 Pyeongtaek-dong, Pyeongtaek-si, Gyeonggi-do, South Korea",+82 31-658-0011,,https://www.google.com/maps/?cid=10579740216573314186,,south korea,yes
angel communication,"597-7 Mokhaeng-dong, Chungju-si, Chungcheongbuk-do, South Korea",+82 43-848-0334,,https://www.google.com/maps/?cid=15057058549131863668,,south korea,yes
phone shell,Chungju,,,https://foursquare.com/v/%ED%8F%B0%EA%BB%8D%EB%8D%B0%EA%B8%B0/50ee82d9e4b00427ef2c704a,,south korea,yes
Happy Communication,"658-5 Saengyeon-dong, Dongducheon-si, Gyeonggi-do, South Korea",+82 31-866-3300,,https://www.google.com/maps/?cid=16110265564214207865,,south korea,yes
Casey Telecom,"South Korea, Gyeonggi-do, Dongducheon-si, Pyeonghwa-ro, 2575 KR",+82 10-2005-5966,,https://www.google.com/maps/?cid=8532930619520375867,,south korea,yes
"Hanbit Information & Communication Co., Ltd.","601-19 Saengyeon-dong, Dongducheon-si, Gyeonggi-do, South Korea",+82 31-868-8019,,https://www.google.com/maps/?cid=5991580600104892450,,south korea,yes
hellobel,"South Korea, 지행동 684-6번지 103호 동두천시 경기도 KR",+82 70-7796-7774,,https://www.google.com/maps/?cid=439114461188095299,,south korea,yes
I am phone,"South Korea, 생연동 334번지 110호 황금프라자 동두천시 경기도 KR",+82 31-862-7811,,https://www.google.com/maps/?cid=2027690573556508307,,south korea,yes
Dongpa Telecom,"Jungang-dong, Dongducheon-si, Gyeonggi-do, South Korea",+82 31-862-4010,,https://www.google.com/maps/?cid=9176375448691144343,,south korea,yes
Taeho Information and Communication,"688-53 Saengyeon-dong, Dongducheon-si, Gyeonggi-do, South Korea",+82 31-858-5070,,https://www.google.com/maps/?cid=16339785697060459543,,south korea,yes
happy communication,"South Korea, Gyeonggi-do, Dongducheon-si, Saengyeon-dong, 407-24",+82 31-864-1860,,https://www.google.com/maps/?cid=7187458012836396302,,south korea,yes
Hera Telecom,"Saengyeon-dong, Dongducheon-si, Gyeonggi-do, South Korea",+82 31-862-6010,,https://www.google.com/maps/?cid=581838746425669766,,south korea,yes
Aeniwon,"665-8 Saengyeon-dong, Dongducheon-si, Gyeonggi-do, South Korea",+82 31-868-1017,,https://www.google.com/maps/?cid=17350774966244176773,,south korea,yes
Happy Telecom,Dongducheon,,,https://www.facebook.com/109210025863211/,,south korea,yes
SK Telecom New Line Agency,"South Korea, Gangwon-do, Donghae-si, Cheongok-dong, 851",+82 33-532-4011,shop.tworld.co.kr,https://www.google.com/maps/?cid=12260359756995434305,,south korea,yes
T World Donghae Jeil Agency,"73 Hanseom-ro, Cheongok-dong, Donghae-si, Gangwon-do, South Korea",+82 33-531-9011,,https://www.google.com/maps/?cid=14355540297295659518,,south korea,yes
